[18, 3, 5, 20, 11, 22, 4, 21, 10, 16, 2, 23, 6, 9, 13, 12, 15, 14, 1, 17, 19, 25, 7, 24, 8]
[8, 21, 2, 12, 22, 11, 4, 15, 9, 1, 23, 24, 5, 20, 14, 7, 25, 18, 17, 3, 19, 16, 6, 10, 13]
[20, 25, 9, 7, 13, 12, 15, 23, 19, 22, 10, 5, 6, 14, 18, 1, 8, 16, 24, 4, 21, 3, 17, 11, 2]
[7, 3, 16, 6, 17, 9, 14, 13, 22, 11, 1, 21, 10, 19, 25, 4, 5, 20, 2, 15, 8, 23, 24, 12, 18]
[21, 17, 14, 4, 10, 12, 9, 22, 18, 23, 11, 19, 25, 7, 15, 24, 8, 13, 1, 3, 16, 5, 6, 2, 20]
[11, 22, 3, 25, 2, 17, 21, 14, 15, 10, 6, 13, 12, 20, 18, 16, 19, 5, 23, 9, 4, 24, 8, 7, 1]
[19, 16, 2, 4, 10, 6, 5, 22, 13, 17, 1, 15, 18, 3, 23, 24, 7, 9, 11, 21, 25, 12, 14, 20, 8]
[13, 8, 12, 11, 17, 23, 2, 21, 18, 22, 7, 25, 5, 3, 4, 15, 1, 10, 16, 19, 20, 6, 14, 9, 24]
[18, 6, 17, 15, 22, 8, 14, 25, 3, 5, 24, 1, 9, 13, 4, 19, 20, 16, 11, 23, 7, 12, 10, 2, 21]
[7, 5, 12, 20, 18, 17, 13, 11, 1, 19, 3, 21, 16, 24, 8, 9, 23, 4, 14, 6, 15, 22, 2, 25, 10]
[3, 21, 25, 20, 9, 12, 8, 5, 24, 18, 23, 15, 11, 10, 1, 14, 13, 19, 17, 6, 7, 22, 4, 16, 2]
[4, 21, 12, 3, 13, 15, 7, 8, 20, 2, 5, 6, 25, 9, 19, 23, 18, 16, 24, 22, 17, 11, 14, 10, 1]
[4, 11, 25, 3, 6, 21, 7, 16, 9, 2, 24, 19, 8, 23, 17, 22, 18, 15, 20, 12, 5, 14, 13, 10, 1]
[20, 12, 17, 25, 14, 13, 4, 23, 19, 8, 10, 1, 7, 9, 3, 24, 2, 11, 21, 15, 6, 5, 22, 16, 18]
[11, 3, 14, 21, 19, 1, 16, 17, 2, 13, 22, 8, 10, 4, 15, 6, 18, 24, 25, 9, 5, 7, 20, 12, 23]
[5, 7, 18, 17, 24, 22, 11, 15, 13, 21, 1, 19, 10, 6, 23, 12, 8, 2, 25, 9, 16, 3, 14, 20, 4]
[12, 9, 22, 23, 19, 11, 2, 25, 3, 14, 7, 6, 20, 13, 18, 5, 8, 16, 4, 17, 10, 24, 21, 15, 1]
[16, 12, 3, 24, 18, 5, 13, 1, 2, 6, 11, 14, 25, 23, 17, 4, 19, 8, 15, 22, 20, 9, 10, 21, 7]
[19, 10, 2, 4, 22, 14, 18, 17, 23, 16, 5, 15, 20, 21, 25, 8, 13, 3, 24, 11, 6, 7, 1, 12, 9]
[22, 11, 17, 2, 15, 12, 14, 19, 21, 18, 9, 20, 4, 24, 16, 7, 1, 13, 23, 8, 25, 6, 10, 5, 3]
[7, 10, 18, 8, 16, 15, 12, 23, 25, 11, 5, 9, 17, 6, 13, 21, 2, 1, 20, 22, 24, 4, 19, 3, 14]
[5, 6, 12, 17, 21, 2, 13, 24, 7, 3, 25, 16, 9, 18, 1, 23, 14, 15, 20, 4, 8, 19, 11, 10, 22]
[24, 11, 10, 23, 3, 7, 14, 9, 17, 15, 12, 18, 8, 21, 4, 16, 25, 6, 19, 13, 22, 1, 2, 20, 5]
[16, 18, 13, 17, 24, 10, 21, 1, 23, 8, 3, 19, 25, 9, 5, 22, 2, 11, 14, 12, 6, 15, 20, 4, 7]
[25, 9, 22, 17, 24, 18, 19, 8, 20, 3, 13, 11, 1, 23, 21, 12, 16, 2, 10, 14, 5, 7, 15, 4, 6]
[9, 17, 19, 22, 23, 1, 2, 3, 6, 7, 20, 15, 16, 18, 10, 25, 5, 21, 4, 8, 12, 14, 13, 11, 24]
[15, 13, 10, 3, 22, 14, 8, 20, 12, 9, 24, 17, 11, 2, 5, 4, 21, 1, 16, 18, 19, 7, 23, 25, 6]
[1, 24, 25, 6, 5, 8, 21, 23, 2, 3, 12, 18, 9, 7, 13, 19, 4, 20, 16, 14, 17, 15, 10, 22, 11]
[18, 4, 7, 25, 14, 21, 22, 3, 23, 8, 19, 16, 13, 6, 15, 11, 2, 24, 12, 5, 20, 9, 1, 17, 10]
[14, 18, 11, 6, 19, 20, 3, 13, 4, 8, 24, 2, 7, 17, 21, 10, 1, 22, 9, 16, 5, 23, 15, 12, 25]
[9, 15, 8, 16, 2, 22, 1, 11, 17, 19, 18, 25, 21, 20, 24, 12, 14, 23, 6, 3, 13, 5, 7, 10, 4]
[14, 10, 1, 13, 17, 21, 4, 3, 25, 18, 6, 7, 23, 5, 15, 22, 8, 2, 12, 20, 11, 9, 24, 19, 16]
[20, 21, 22, 2, 14, 24, 13, 5, 18, 12, 25, 10, 8, 3, 7, 1, 23, 4, 6, 15, 17, 9, 11, 16, 19]
[2, 8, 7, 14, 16, 3, 1, 13, 23, 11, 10, 22, 20, 19, 15, 4, 17, 24, 6, 21, 9, 25, 5, 12, 18]
[7, 15, 14, 3, 21, 18, 4, 20, 13, 8, 12, 25, 9, 6, 1, 16, 17, 23, 22, 10, 24, 19, 11, 2, 5]
[8, 23, 19, 25, 11, 1, 6, 13, 24, 4, 5, 17, 12, 7, 22, 3, 15, 20, 10, 16, 2, 9, 14, 18, 21]
