[19, 1, 24, 20, 7, 17, 21, 18, 14, 15, 6, 2, 25, 22, 8, 11, 9, 10, 16, 12, 5, 4, 13, 3, 23]
[4, 5, 15, 13, 17, 25, 9, 3, 10, 6, 22, 18, 14, 19, 2, 24, 11, 23, 20, 7, 21, 1, 12, 16, 8]
[16, 7, 9, 25, 6, 21, 15, 23, 4, 11, 8, 19, 20, 10, 17, 14, 24, 22, 13, 12, 2, 1, 18, 3, 5]
[21, 19, 14, 22, 18, 23, 25, 10, 6, 9, 13, 1, 2, 7, 5, 12, 8, 20, 24, 15, 17, 11, 3, 4, 16]
[1, 6, 10, 19, 23, 15, 22, 14, 13, 12, 20, 3, 18, 17, 25, 8, 4, 2, 9, 16, 7, 11, 5, 21, 24]
[5, 22, 4, 10, 1, 2, 14, 25, 19, 21, 11, 20, 16, 3, 13, 7, 12, 6, 8, 15, 18, 23, 9, 24, 17]
[25, 7, 2, 12, 11, 13, 9, 19, 14, 5, 22, 20, 1, 3, 21, 15, 18, 23, 4, 8, 10, 6, 16, 24, 17]
[10, 9, 18, 13, 20, 4, 19, 25, 1, 22, 14, 17, 8, 12, 6, 7, 24, 23, 3, 15, 11, 2, 5, 16, 21]
[11, 5, 12, 8, 19, 10, 23, 20, 22, 2, 6, 17, 9, 1, 3, 14, 21, 7, 18, 13, 4, 15, 25, 16, 24]
[22, 11, 15, 14, 1, 5, 18, 4, 17, 23, 16, 6, 8, 12, 20, 2, 25, 9, 13, 10, 7, 24, 21, 19, 3]
[17, 1, 23, 13, 20, 22, 19, 7, 18, 14, 24, 16, 2, 12, 9, 10, 15, 6, 11, 4, 8, 3, 21, 5, 25]
[7, 6, 2, 10, 3, 23, 20, 1, 14, 17, 18, 16, 25, 13, 12, 8, 21, 19, 15, 22, 4, 5, 11, 9, 24]
[22, 1, 11, 10, 25, 14, 16, 5, 7, 8, 18, 6, 19, 23, 9, 12, 24, 4, 3, 17, 15, 20, 2, 21, 13]
[16, 15, 10, 7, 19, 2, 9, 8, 20, 22, 21, 6, 11, 3, 12, 17, 25, 14, 4, 13, 18, 1, 23, 24, 5]
[9, 13, 11, 14, 18, 8, 15, 19, 17, 5, 3, 25, 16, 24, 2, 20, 12, 4, 23, 1, 7, 21, 10, 6, 22]
